Sample,Elapsed Time,Delta Time,Voltage
115,1.277031660079956,0.005985260009765625,-0.00637298148
116,1.2830147743225098,0.005983114242553711,-0.000899514479
117,1.2889988422393799,0.005984067916870117,0.0051159412
118,1.2959818840026855,0.006983041763305664,-0.00590674175
119,1.3491017818450928,0.05311989784240723,-0.00125197068
120,1.355085849761963,0.005984067916870117,0.00579602807
121,1.361072301864624,0.005986452102661133,-0.00594201508
122,1.3670570850372314,0.005984783172607422,-0.000253532327
123,1.3730382919311523,0.0059812068939208984,0.00450635763
124,1.3790230751037598,0.005984783172607422,-0.00687220064
125,1.3850066661834717,0.005983591079711914,0.00448677767
126,1.3909900188446045,0.0059833526611328125,0.00107051989
127,1.3979709148406982,0.00698089599609375,-0.00409691323
128,1.4516794681549072,0.053708553314208984,-0.00109499364
129,1.4566657543182373,0.004986286163330078,0.00456594568
130,1.462648868560791,0.005983114242553711,-0.00615431286
131,1.468665599822998,0.006016731262207031,0.00677127697
132,1.4756145477294922,0.006948947906494141,-0.0010282902
133,1.481598138809204,0.005983591079711914,-0.00355806669
134,1.487581729888916,0.005983591079711914,0.00968171104
135,1.4935674667358398,0.005985736846923828,-0.00736322254
136,1.4995508193969727,0.0059833526611328125,-0.00118418536
137,1.5524108409881592,0.05286002159118652,0.00849509925
138,1.5615155696868896,0.009104728698730469,-0.00308639102
139,1.567497730255127,0.005982160568237305,-0.00033682066
140,1.5734806060791016,0.005982875823974609,0.00450134577
141,1.5794978141784668,0.006017208099365234,-0.00680324669
142,1.5854506492614746,0.0059528350830078125,0.00538806076
143,1.5914335250854492,0.005982875823974609,0.000390623391
144,1.597421407699585,0.005987882614135742,-0.00389688967
145,1.6512749195098877,0.053853511810302734,0.0101333827
146,1.6562936305999756,0.005018711090087891,0.00453385777
147,1.6622443199157715,0.0059506893157958984,-0.00669358348
148,1.668229579925537,0.005985260009765625,0.002895384
149,1.6742479801177979,0.006018400192260742,0.00168577312
150,1.6802277565002441,0.005979776382446289,-0.00431534812
151,1.6861810684204102,0.005953311920166016,0.00987194463
152,1.693162202835083,0.0069811344146728516,-0.00714933205
153,1.6991453170776367,0.005983114242553711,-0.00135708949
154,1.7051618099212646,0.00601649284362793,0.00557806062
155,1.760984182357788,0.05582237243652344,-0.00565621895
156,1.7669641971588135,0.005980014801025391,-0.000639435419
157,1.7729480266571045,0.005983829498291016,0.00483080287
158,1.7789647579193115,0.006016731262207031,-0.00582256189
159,1.7849476337432861,0.005982875823974609,0.00115310705
160,1.7908995151519775,0.005951881408691406,0.00420210679
161,1.7968850135803223,0.0059854984283447266,-0.00500386597
162,1.8028674125671387,0.005982398986816406,0.0089415253
163,1.8567249774932861,0.05385756492614746,0.00460327917
164,1.862708568572998,0.005983591079711914,-0.00643008528
165,1.868692398071289,0.005983829498291016,0.00167143874
166,1.87467622756958,0.005983829498291016,0.00213721102
167,1.8806602954864502,0.005984067916870117,-0.00444707554
168,1.886643886566162,0.005983591079711914,0.00972199623
169,1.8946242332458496,0.0079803466796875,-0.0070583139
170,1.9045970439910889,0.009972810745239258,-0.00083013645
171,1.9624416828155518,0.05784463882446289,0.00502127018
172,1.9684293270111084,0.005987644195556641,0.00121067831
173,1.9744091033935547,0.005979776382446289,0.00248784078
174,1.9803931713104248,0.005984067916870117,-0.0045776777
175,1.986377239227295,0.005984067916870117,0.00956862868
176,1.993361473083496,0.006984233856201172,-0.00666491472
177,1.9993436336517334,0.005982160568237305,-0.00105152304
178,2.0053353309631348,0.005991697311401367,0.00526837384
179,2.0601823329925537,0.054847002029418945,-0.00717411422
180,2.06616473197937,0.005982398986816406,-0.00126564725
181,2.071150064468384,0.004985332489013672,0.00582652327
182,2.077134132385254,0.005984067916870117,-0.00597864739
183,2.083118200302124,0.005984067916870117,-0.000277890418
184,2.090100049972534,0.006981849670410156,0.00453160725
185,2.0960841178894043,0.005984067916870117,-0.00686011677
186,2.1020681858062744,0.005984067916870117,0.00417732461
187,2.1080517768859863,0.005983591079711914,0.00118566241
188,2.161909818649292,0.053858041763305664,-0.00591151988
189,2.1678919792175293,0.005982160568237305,-0.000232359655
190,2.1738758087158203,0.005983829498291016,0.00524083033
191,2.179861307144165,0.0059854984283447266,-0.00552561679
192,2.1858432292938232,0.005981922149658203,0.00801771054
193,2.1918282508850098,0.0059850215911865234,-0.00243994142
194,2.197817087173462,0.0059888362884521484,-0.00329686237
195,2.2037949562072754,0.0059778690338134766,0.00813149408
196,2.2576520442962646,0.05385708808898926,-0.00674614289
197,2.262641429901123,0.0049893856048583984,-0.00638047757
198,2.268624782562256,0.0059833526611328125,0.00631276705
199,2.274606704711914,0.005981922149658203,-0.000557081989
200,2.2805898189544678,0.005983114242553711,-0.00365774956
201,2.286574363708496,0.00598454475402832,0.0100059659
202,2.293557643890381,0.006983280181884766,-0.00682006532
203,2.2995407581329346,0.005983114242553711,-0.00126152693
204,2.305523157119751,0.005982398986816406,0.00552550121
205,2.3115077018737793,0.00598454475402832,-0.0059977599
206,2.365373373031616,0.053865671157836914,-0.00317057089
207,2.3703505992889404,0.004977226257324219,0.00683339263
208,2.377331018447876,0.006980419158935547,-0.00585394862
209,2.3833158016204834,0.005984783172607422,-0.000676301458
210,2.3893001079559326,0.005984306335449219,0.00486654365
211,2.3952834606170654,0.0059833526611328125,-0.00583052543
212,2.40126895904541,0.0059854984283447266,0.00105731077
213,2.4072506427764893,0.0059816837310791016,0.00452907964
214,2.4132349491119385,0.005984306335449219,-0.00508237617
215,2.4670917987823486,0.053856849670410156,-0.000295410219
216,2.4730746746063232,0.005982875823974609,0.00451568016
217,2.4790589809417725,0.005984306335449219,-0.00690541381
218,2.485043525695801,0.00598454475402832,0.00446059314
219,2.4910271167755127,0.005983591079711914,0.00106527431
220,2.4970157146453857,0.005988597869873047,-0.00408051869
221,2.5029959678649902,0.005980253219604492,0.0100516871
222,2.5089797973632812,0.005983829498291016,-0.00686330219
223,2.562835693359375,0.05385589599609375,-0.00153959324
224,2.5678250789642334,0.0049893856048583984,0.00402737622
225,2.5748038291931152,0.006978750228881836,0.00124913706
226,2.580786943435669,0.005983114242553711,-0.00416038788
227,2.586771249771118,0.005984306335449219,0.00998432581
228,2.592757225036621,0.00598597526550293,-0.00698434809
229,2.5987396240234375,0.005982398986816406,-0.00185269916
230,2.604722499847412,0.005982875823974609,0.0060422402
231,2.6107077598571777,0.005985260009765625,-0.00593541052
232,2.664562940597534,0.053855180740356445,-0.00035752588
233,2.6695492267608643,0.004986286163330078,0.00966283226
234,2.6755340099334717,0.005984783172607422,-0.00692771174
235,2.6815173625946045,0.0059833526611328125,-0.00278719541
236,2.6875014305114746,0.005984067916870117,0.00642655059
237,2.6944847106933594,0.006983280181884766,-0.00589011348
238,2.699469804763794,0.00498509407043457,-0.000494031425
239,2.7054529190063477,0.005983114242553711,0.00470999069
240,2.7114388942718506,0.00598597526550293,-0.00604666644
241,2.766293525695801,0.054854631423950195,0.00107595583
242,2.7712769508361816,0.004983425140380859,0.00571981175
243,2.7772626876831055,0.005985736846923828,-0.00598183281
244,2.783245325088501,0.005982637405395508,-0.00023783896
245,2.789229393005371,0.005984067916870117,0.0045236437
246,2.7962124347686768,0.006983041763305664,-0.00688583385
247,2.8011982440948486,0.004985809326171875,0.00488837413
248,2.808178663253784,0.006980419158935547,0.000809739653
249,2.8141632080078125,0.00598454475402832,-0.00400589508
250,2.8670217990875244,0.052858591079711914,0.0101063066
251,2.8730058670043945,0.005984067916870117,0.00452387743
252,2.8789892196655273,0.0059833526611328125,-0.0068077911
253,2.8849730491638184,0.005983829498291016,0.00535756556
254,2.8909573554992676,0.005984306335449219,0.000377180539
255,2.8979432582855225,0.006985902786254883,-0.00388255529
256,2.9029603004455566,0.00501704216003418,0.0101750268
257,2.9089107513427734,0.005950450897216797,-0.0065848118
258,2.9149255752563477,0.006014823913574219,-0.00120531466
259,2.968749761581421,0.05382418632507324,0.00580103992
260,2.9747331142425537,0.0059833526611328125,-0.000948888466
261,2.9807207584381104,0.005987644195556641,-0.00354532501
262,2.986701011657715,0.005980253219604492,0.00973361265
263,2.992687225341797,0.005986213684082031,-0.00731225584
264,2.998669385910034,0.005982160568237305,-0.00119622585
265,3.0046541690826416,0.005984783172607422,0.00546497826
266,3.010637044906616,0.005982875823974609,-0.00598796992
267,3.0176186561584473,0.006981611251831055,-0.00104993033
268,3.07047700881958,0.05285835266113281,0.00449862781
269,3.0764641761779785,0.0059871673583984375,-0.00757800456
270,3.082477569580078,0.006013393402099609,-0.00114685187
271,3.0884618759155273,0.005984306335449219,0.00538941975
272,3.094423294067383,0.005961418151855469,-0.00598000638
273,3.101396083831787,0.006972789764404297,-0.00139943483
274,3.106382131576538,0.0049860477447509766,0.00455662315
275,3.1123650074005127,0.005982875823974609,-0.00615726455
276,3.1183488368988037,0.005983829498291016,0.00668775491
277,3.172205924987793,0.05385708808898926,-0.000968468429
278,3.1781909465789795,0.0059850215911865234,-0.00587624655
279,3.1841771602630615,0.005986213684082031,0.000360595641
280,3.190157413482666,0.005980253219604492,0.00522832238
281,3.1991372108459473,0.00897979736328125,-0.00532104883
282,3.2051174640655518,0.005980253219604492,0.00549022788
283,3.2111027240753174,0.005985260009765625,-0.00598707839
284,3.217085361480713,0.005982637405395508,-0.000772331465
285,3.223068952560425,0.005983591079711914,0.00450223731
286,3.2769322395324707,0.0538632869720459,-0.00583141696
287,3.282916307449341,0.005984067916870117,-0.00070520395
288,3.288905620574951,0.0059893131256103516,0.00488111176
289,3.2948875427246094,0.005981922149658203,-0.00585666659
290,3.300870656967163,0.005983114242553711,0.000843653999
291,3.306852340698242,0.0059816837310791016,0.00482489948
292,3.312837600708008,0.005985260009765625,-0.00518384211
293,3.3188202381134033,0.005982637405395508,0.00868191369
294,3.325802803039551,0.006982564926147461,-0.00335921176
295,3.3786604404449463,0.05285763740539551,-0.00689426485
296,3.384645700454712,0.005985260009765625,0.00495526792
297,3.390629291534424,0.005983591079711914,0.00080678796
298,3.396613597869873,0.005984306335449219,-0.00401704405
299,3.4035942554473877,0.0069806575775146484,0.0100956251
300,3.409578800201416,0.00598454475402832,-0.00672656293
301,3.4155611991882324,0.005982398986816406,-0.00131136837
302,3.4215457439422607,0.00598454475402832,0.00588568724
303,3.4763996601104736,0.05485391616821289,-0.00597452707
304,3.4813873767852783,0.0049877166748046875,-0.00139212909
305,3.487370014190674,0.005982637405395508,0.00590934415
306,3.4943525791168213,0.006982564926147461,-0.0059452005
307,3.5013346672058105,0.006982088088989258,-0.000296769203
308,3.506319761276245,0.00498509407043457,0.00531502986
309,3.512303352355957,0.005983591079711914,-0.00545530386
310,3.51928448677063,0.0069811344146728516,0.0081262485
311,3.5252699851989746,0.0059854984283447266,-0.00258056729
312,3.5312538146972656,0.005983829498291016,-0.0032376984
313,3.5851094722747803,0.05385565757751465,0.00538646805
314,3.591092586517334,0.005983114242553711,0.000377414265
315,3.59708309173584,0.005990505218505859,-0.00390803864
316,3.6030616760253906,0.005978584289550781,0.0101543216
317,3.6090452671051025,0.005983591079711914,-0.00658345282
318,3.6150290966033936,0.005983829498291016,-0.00119032247
319,3.6210122108459473,0.005983114242553711,0.00575916203
320,3.6279964447021484,0.006984233856201172,-0.00594745101
321,3.6818501949310303,0.053853750228881836,-0.00303589178
322,3.687833070755005,0.005982875823974609,0.00589978789
323,3.693819761276245,0.005986690521240234,-0.00594791846
324,3.699802875518799,0.005983114242553711,-0.000282434819
325,3.70578670501709,0.005983829498291016,0.00453591793
326,3.7117700576782227,0.0059833526611328125,-0.00681256922
327,3.7177531719207764,0.005983114242553711,0.00362484485
328,3.723737955093384,0.005984783172607422,0.00142091593
329,3.730722188949585,0.006984233856201172,-0.0042291081
330,3.7835772037506104,0.05285501480102539,0.000133729749
331,3.7895612716674805,0.005984067916870117,0.00536824707
332,3.796544075012207,0.0069828033447265625,-0.00544734031
333,3.802527904510498,0.005983829498291016,0.00820728632
334,3.80851149559021,0.005983591079711914,-0.00266750849
335,3.8144946098327637,0.005983114242553711,-0.00327503189
336,3.820478677749634,0.005984067916870117,0.00786504417
337,3.8264641761779785,0.0059854984283447266,-0.00642530715
338,3.8803181648254395,0.05385398864746094,-0.000878575533
339,3.886303424835205,0.005985260009765625,0.0101474833
340,3.892287492752075,0.005984067916870117,-0.00652452258
341,3.899268627166748,0.0069811344146728516,-0.00112797308
342,3.9042551517486572,0.00498652458190918,0.00548362332
343,3.9102392196655273,0.005984067916870117,-0.0059877362
344,3.9172210693359375,0.006981849670410156,-0.000837398818
345,3.923203945159912,0.005982875823974609,0.00451727287
346,3.9291903972625732,0.005986452102661133,-0.00653838951
347,3.9351727962493896,0.005982398986816406,0.00735420857
348,3.9890308380126953,0.053858041763305664,0.00450223731
349,3.9960098266601562,0.0069789886474609375,-0.00683420935
350,4.0019941329956055,0.005984306335449219,0.00525835013
351,4.007977724075317,0.005983591079711914,0.000532140789
352,4.01396107673645,0.0059833526611328125,-0.00394537213
353,4.019946575164795,0.0059854984283447266,0.010140645
354,4.0259315967559814,0.0059850215911865234,-0.00662964139
355,4.031918048858643,0.005986452102661133,-0.00125721626
356,4.038896083831787,0.006978034973144531,0.00535915827
357,4.095743417739868,0.056847333908081055,-0.00693839325
358,4.100730657577515,0.004987239837646484,0.00121545643
359,4.106712579727173,0.005981922149658203,0.00338275304
360,4.112699031829834,0.005986452102661133,-0.00487532397
361,4.118682384490967,0.0059833526611328125,0.00922024943
362,4.1246654987335205,0.005983114242553711,-0.00490259038
363,4.13164758682251,0.006982088088989258,-0.00308798373
364,4.1865034103393555,0.0548558235168457,0.0067767129
365,4.192484617233276,0.0059812068939208984,-0.00683805257
366,4.1984734535217285,0.0059888362884521484,-0.0015231987
367,4.204452037811279,0.005978584289550781,0.00598396776
368,4.21043586730957,0.005983829498291016,-0.00593747068
369,4.216420650482178,0.005984783172607422,-0.00031086986
370,4.2224037647247314,0.005983114242553711,0.00453432522
371,4.2283923625946045,0.005988597869873047,-0.00674431645
372,4.234373569488525,0.0059812068939208984,0.00324966664
373,4.289225816726685,0.05485224723815918,0.00577166997
374,4.294216156005859,0.004990339279174805,-0.0058416744
375,4.301196336746216,0.006980180740356445,0.00055649888
376,4.307177782058716,0.0059814453125,0.00508385329
377,4.313162565231323,0.005984783172607422,-0.00527851313
378,4.3191468715667725,0.005984306335449219,0.00850395433
379,4.328125476837158,0.008978605270385742,-0.00314691397
380,4.334106683731079,0.0059812068939208984,-0.00108632891
381,4.386964797973633,0.05285811424255371,0.00484879012
382,4.394946336746216,0.007981538772583008,-0.0058546498
383,4.400928497314453,0.005982160568237305,0.00361917519
384,4.406911373138428,0.005982875823974609,0.00145005215
385,4.4128944873809814,0.005983114242553711,-0.00420179832
386,4.4188783168792725,0.005983829498291016,0.00994520926
387,4.425860166549683,0.006981849670410156,-0.00706262457
388,4.431843996047974,0.005983829498291016,-0.00202925616
389,4.437828540802002,0.00598454475402832,0.00609615859
390,4.491683483123779,0.053854942321777344,-0.00118235892
391,4.497669219970703,0.005985736846923828,-0.0031426033
392,4.50365138053894,0.005982160568237305,0.00700221982
393,4.509636640548706,0.005985260009765625,-0.00585713404
394,4.5156190395355225,0.005982398986816406,-0.000724316461
395,4.522601366043091,0.006982326507568359,0.00489999055
396,4.52759051322937,0.004989147186279297,-0.00585554133
397,4.53357458114624,0.005984067916870117,0.000792687303
398,4.588425636291504,0.05485105514526367,0.00488996684
399,4.59441065788269,0.0059850215911865234,-0.00598319179
400,4.60039496421814,0.005984306335449219,-0.00116573065
401,4.606376647949219,0.0059816837310791016,0.00448223326
402,4.61236310005188,0.005986452102661133,-0.00641462564
403,4.618345499038696,0.005982398986816406,0.00623767599
404,4.624330282211304,0.005984783172607422,-0.000426012378
405,4.630314588546753,0.005984306335449219,-0.00368051494
406,4.636297225952148,0.005982637405395508,0.0100410055
407,4.690154314041138,0.05385708808898926,-0.00673953832
408,4.695142984390259,0.004988670349121094,-0.00653567154
409,4.702123165130615,0.006980180740356445,0.00633164584
410,4.7071075439453125,0.004984378814697266,-0.000542046428
411,4.7140891551971436,0.006981611251831055,-0.00366070125
412,4.720073223114014,0.005984067916870117,0.0100016553
413,4.726058006286621,0.005984783172607422,-0.00682620243
414,4.733041048049927,0.006983041763305664,-0.00126883267
415,4.738025426864624,0.004984378814697266,0.00516030334
416,4.791882038116455,0.053856611251831055,-0.0059581759
417,4.7968690395355225,0.004987001419067383,-0.00357492868
418,4.802851676940918,0.005982637405395508,0.00972654063
419,4.8088366985321045,0.0059850215911865234,-0.00732204582
420,4.814820289611816,0.005983591079711914,-0.00120395567
421,4.820802450180054,0.005982160568237305,0.00542970493
422,4.827786207199097,0.006983757019042969,-0.00601050158
423,4.833768844604492,0.005982637405395508,-0.00106562369
424,4.839751958847046,0.005983114242553711,0.00450317221
425,4.892612457275391,0.05286049842834473,-0.00643987526
426,4.898629188537598,0.006016731262207031,-0.00117734707
427,4.904611587524414,0.005982398986816406,0.00541560427
428,4.910565137863159,0.005953550338745117,-0.00598820365
429,4.91654896736145,0.005983829498291016,-0.00109930431
430,4.922532796859741,0.005983829498291016,0.0044795153
431,4.928574800491333,0.006042003631591797,-0.00642371445
432,4.934499740600586,0.00592494010925293,0.00616511254
433,4.9404826164245605,0.005982875823974609,-0.000347502173
434,4.994340896606445,0.053858280181884766,-0.00371738098
435,5.000324726104736,0.005983829498291016,-0.000839926431
436,5.006307363510132,0.005982637405395508,0.00492069577
437,5.012291193008423,0.005983829498291016,-0.00572653188
438,5.018274784088135,0.005983591079711914,0.00760383985
439,5.024259090423584,0.005984306335449219,-0.00194189088
440,5.030244588851929,0.0059854984283447266,-0.00339401763
441,5.036228179931641,0.005983591079711914,0.00865301119
442,5.042211294174194,0.005983114242553711,-0.00740805212
443,5.096067428588867,0.05385613441467285,-0.00102650714
444,5.102051258087158,0.005983829498291016,0.00743112607
445,5.108036041259766,0.005984783172607422,-0.00173573021
446,5.11401891708374,0.005982875823974609,-0.00342929096
447,5.120002746582031,0.005983829498291016,0.00891173128
448,5.125987768173218,0.0059850215911865234,-0.00754319868
449,5.131971120834351,0.0059833526611328125,-0.00105494218
450,5.137954235076904,0.005983114242553711,0.00527361942
451,5.143939018249512,0.005984783172607422,-0.0059802401
452,5.197796106338501,0.05385708808898926,-0.00150909804
453,5.202781915664673,0.004985809326171875,0.00799723904
454,5.209763765335083,0.006981849670410156,-0.00626898792
455,5.215747356414795,0.005983591079711914,-0.000896095335
456,5.221730709075928,0.0059833526611328125,0.0050724706
457,5.227717161178589,0.005986452102661133,-0.00593086611
458,5.233699321746826,0.005982160568237305,-0.000530005932
459,5.239682197570801,0.005982875823974609,0.00509612751
460,5.245667219161987,0.0059850215911865234,-0.00563232831
461,5.298527240753174,0.05286002159118652,0.00781702917
462,5.304509162902832,0.005981922149658203,0.00522785493
463,5.310494661331177,0.0059854984283447266,-0.00596159504
464,5.31647801399231,0.0059833526611328125,-0.00144585712
465,5.322462320327759,0.005984306335449219,0.00465494704
466,5.32844614982605,0.005983829498291016,-0.0060152797
467,5.335428237915039,0.006982088088989258,0.0070370257
468,5.340414047241211,0.004985809326171875,-0.00130021941
469,5.347394704818726,0.0069806575775146484,-0.00350484947
470,5.401251316070557,0.053856611251831055,-0.000791443976
471,5.407235145568848,0.005983829498291016,0.00224097085
472,5.413218259811401,0.005983114242553711,-0.00450033612
473,5.419203042984009,0.005984783172607422,0.00966896937
474,5.425187349319458,0.005984306335449219,-0.00696912218
475,5.431172132492065,0.005984783172607422,-0.00278377627
476,5.437154054641724,0.005981922149658203,0.00638649913
477,5.443143367767334,0.0059893131256103516,-0.00587193587
478,5.449122190475464,0.005978822708129883,-0.000491313458
479,5.502979516983032,0.05385732650756836,0.00965098212
480,5.5089638233184814,0.005984306335449219,-0.00740917738
481,5.514946460723877,0.005982637405395508,-0.00116643183
482,5.520930290222168,0.005983829498291016,0.00541260921
483,5.527914762496948,0.0069844722747802734,-0.00599274805
484,5.533900499343872,0.005985736846923828,-0.00129361484
485,5.538882493972778,0.00498199462890625,0.0045061239
486,5.545865535736084,0.006983041763305664,-0.00635499422
487,5.599721670150757,0.05385613441467285,0.00631824636
488,5.605703592300415,0.005981922149658203,0.00450429747
489,5.611687421798706,0.005983829498291016,-0.00657230386
490,5.617677927017212,0.005990505218505859,0.00582675699
491,5.623656749725342,0.005978822708129883,-9.13097085e-05
492,5.630640983581543,0.006984233856201172,-0.0037760775
493,5.635624408721924,0.004983425140380859,0.0101472496
494,5.6416096687316895,0.005985260009765625,-0.00656115489
495,5.64858865737915,0.0069789886474609375,-0.00115870201
496,5.701449394226074,0.05286073684692383,0.00564631339
497,5.706434488296509,0.00498509407043457,0.00128712835
498,5.7134153842926025,0.00698089599609375,-0.00418062565
499,5.7193992137908936,0.005983829498291016,0.0100023131
500,5.725384712219238,0.0059854984283447266,-0.00697731945
501,5.731367588043213,0.005982875823974609,-0.00184834511
502,5.737351417541504,0.005983829498291016,0.00604814358
503,5.743335962295532,0.00598454475402832,-0.00592857223
504,5.749319314956665,0.0059833526611328125,-0.000349328608
505,5.7553040981292725,0.005984783172607422,0.00455503044
506,5.809159994125366,0.05385589599609375,-0.00585258964
507,5.815145254135132,0.005985260009765625,-0.000668337911
508,5.822126388549805,0.0069811344146728516,0.0048235405
509,5.828111171722412,0.005984783172607422,-0.00583094951
510,5.83409571647644,0.00598454475402832,0.00108597953
